chr10:100015109-100015443 LOXL4
chr3:192552252-192554450 CCDC50
chr3:193372644-193374006 FGF12
chr3:193545876-193546185 FGF12
chr3:193578442-193578966 FGF12
chr3:193605463-193606156 FGF12
chr3:194618159-194625637 ATP13A4
chr3:194618812-194620630 ATP13A4
chr3:194621212-194625630 ATP13A4
chr3:194637290-194637601 ATP13A4
chr3:194714920-194715158 ATP13A4
chr3:195865390-195865809 LSG1
chr3:196596939-196597180 CENTB2
chr3:197410987-197412778 ZDHHC19
chr3:198418971-198423652 DLG1
chr3:199035573-199036079 LRCH3
chr3:19986449-19986548 RAB5A
chr3:21698709-21700903 ZNF659
chr3:21731513-21732775 ZNF659
chr3:2286587-2286934 CNTN4
chr3:2295436-2295889 CNTN4
chr3:23489009-23493669 UBE2E2
chr3:2401908-2402986 CNTN4
chr3:24264400-24264991 THRB
chr3:253373-253577 CHL1
chr3:2608027-2608347 CNTN4
chr3:27405318-27405437 SLC4A7
chr3:28367089-28368319 ZCWPW2
chr3:2989483-2990546 CNTN4
chr3:2997019-2997111 CNTN4
chr3:30840785-30841287 GADL1
chr3:32128723-32128879 GPD1L
chr3:32178866-32179147 GPD1L
chr3:32293487-32293595 CMTM8
chr3:32781751-32783065 CNOT10
chr3:32781830-32782843 CNOT10
chr3:33528194-33529079 CLASP2
chr3:37427883-37430589 C3orf35
chr3:37953422-37961931 CTDSPL
chr3:40107663-40107828 MYRIP
chr3:4055896-4056346 SUMF1
chr3:41311685-41312233 ULK4
chr3:41391834-41393425 ULK4
chr3:4166906-4176182 SUMF1
chr3:41793065-41796497 ULK4
chr3:4207108-4207217 SUMF1
chr3:42868230-42868987 CCBP2
chr3:45518291-45527067 LARS2
chr3:45743356-45743680 SACM1L
chr3:45806056-45806109 SLC6A20
chr3:46952940-47148077 CCDC12
chr3:46952940-47148077 SETD2
chr3:47465672-47468444 SCAP
chr3:48932800-48933787 ARIH2
chr3:49172754-49173076 CCDC36
chr3:49961140-49968127 RBM6
chr3:50418405-50419635 CACNA2D2
chr3:50418418-50419860 CACNA2D2
chr3:52684878-52685212 PBRM1
chr3:53002187-53013938 SFMBT1
chr3:53044205-53044315 SFMBT1
chr3:54216209-54216596 CACNA2D3
chr3:55947146-55947419 ERC2
chr3:56579740-56579995 CCDC66
chr3:56978311-56978473 ARHGEF3
chr3:57295459-57295533 ASB14
chr3:57497751-57499091 DNAH7L
chr3:58296329-58296398 PXK
chr3:59762067-59762132 FHIT
chr3:61585670-61590875 PTPRG
chr3:61641456-61641725 PTPRG
chr3:62585658-62587088 CADPS
chr3:62686270-62690909 CADPS
chr3:68972895-68973185 FAM19A4
chr3:7375637-7377118 GRM7
chr3:74648043-74648694 CNTN3
chr3:7574697-7574786 GRM7
chr3:76075483-76076239 ROBO2
chr3:76166405-76178791 ROBO2
chr3:76571082-76571202 ROBO2
chr3:76818253-76818370 ROBO2
chr3:7686554-7686754 GRM7
chr3:78862109-78862408 ROBO1
chr3:9229174-9229267 SRGAP3
chr3:98917807-98918127 EPHA6
chr4:101609658-101609835 EMCN
chr4:102179177-102180210 PPP3CA
chr4:103423710-103423820 SLC39A8
chr4:103432628-103436858 SLC39A8
chr4:104004615-104004961 UBE2D3
chr4:104834816-104835009 TACR3
chr4:106368100-106368207 KIAA1546
chr4:106589529-106589866 PPA2
chr4:106926779-106936577 GSTCD
chr4:109008354-109010345 SGMS2
chr4:110718190-110718514 CCDC109B
chr4:111778901-111778960 PITX2
chr4:114348640-114350525 ANK2
chr4:114354542-114355026 ANK2
chr4:119463162-119466525 PRSS12
chr4:122028380-122028696 PRDM5
chr4:122196102-122196253 C4orf31
chr4:123462021-123462145 KIAA1109
chr4:124040811-124040963 NUDT6
chr4:124275406-124275845 SPATA5
chr4:124411838-124412981 SPATA5
chr4:142146379-142146691 RNF150
chr4:146658257-146659900 SMAD1
chr4:147460193-147465521 SLC10A7
chr4:151268628-151272822 DCLK2
chr4:151973827-151974470 LRBA
chr4:152102312-152103330 LRBA
chr4:15237675-15238603 FBXL5
chr4:15238759-15241386 FBXL5
chr4:153465213-153465282 FBXW7
chr4:154451921-154454465 TRIM2
chr4:154882440-154882523 RNF175
chr4:155487149-155489893 DCHS2
chr4:156813651-156817753 GUCY1A3
chr4:16130308-16130375 LDB2
chr4:162600949-162601114 FSTL5
chr4:162668726-162671116 FSTL5
chr4:163281696-163282014 FSTL5
chr4:164721391-164721703 MARCH1
chr4:164833166-164834353 MARCH1
chr4:167905897-167907134 SPOCK3
chr4:168129127-168130315 SPOCK3
chr4:168345681-168352070 SPOCK3
chr4:168345712-168349130 SPOCK3
chr4:168350412-168351630 SPOCK3
chr4:169747263-169747324 PALLD
chr4:170387651-170387785 SH3RF1
chr4:177928565-177928819 VEGFC
chr4:185865015-185865525 MLF1IP
chr4:186392535-186392845 SNX25
chr4:186435860-186436178 SNX25
chr4:186678631-186681067 PDLIM3
chr4:186868260-186868334 SORBS2
chr4:187851511-187851838 FAT
chr4:20016637-20017625 SLIT2
chr4:20083851-20083969 SLIT2
chr4:20690177-20695021 KCNIP4
chr4:20760993-20761191 KCNIP4
chr4:20770085-20776195 KCNIP4
chr4:20789189-20789385 KCNIP4
chr4:20902027-20902145 KCNIP4
chr4:20978189-20986005 KCNIP4
chr4:20978512-20980430 KCNIP4
chr4:20981612-20983730 KCNIP4
chr4:20985112-20986030 KCNIP4
chr4:22111163-22111260 GPR125
chr4:24850148-24850288 PI4K2B
chr4:26248802-26249154 TBC1D19
chr4:2912481-2912633 NOL14
chr4:2988022-2988189 GRK4
chr4:30623046-30624070 PCDH7
chr4:37138986-37140175 C4orf19
chr4:37159476-37159533 C4orf19
chr4:37231036-37231432 C4orf19
chr4:40762847-40762962 APBB2
chr4:41101013-41102599 LIMCH1
chr4:41139952-41140051 LIMCH1
chr4:47789331-47789414 TXK
chr4:48109086-48109306 SLAIN2
chr4:5168218-5168287 STK32B
chr4:53751728-53751801 SCFD2
chr4:54515-57904 ZNF595
chr4:54515-57904 ZNF718
chr4:66103905-66104148 EPHA5
chr4:68035530-68036582 CENPC1
chr4:68063503-68065908 CENPC1
chr4:71262167-71284621 SMR3A
chr4:71262167-71284621 SMR3B
chr4:71262578-71284632 SMR3A
chr4:71262578-71284632 SMR3B
chr4:73165369-73165545 NPFFR2
chr4:73637619-73637706 ADAMTS3
chr4:73639127-73644778 ADAMTS3
chr4:7416007-7416657 SORCS2
chr4:74966515-74966676 CXCL1
chr4:75233215-75234075 MTHFD2L
chr4:7547538-7550610 SORCS2
chr4:7686412-7686752 SORCS2
chr4:7729478-7729604 SORCS2
chr4:77665017-77672418 SHROOM3
chr4:79518012-79519680 FRAS1
chr4:79552329-79552384 FRAS1
chr4:8046695-8047793 ABLIM2
chr4:83855046-83860331 SCD5
chr4:86681309-86681629 ARHGAP24
chr4:86790322-86791934 ARHGAP24
chr4:86923891-86926456 ARHGAP24
chr4:87186203-87186706 MAPK10
chr4:87195399-87198975 MAPK10
chr4:87224845-87224934 MAPK10
chr4:87285378-87285559 MAPK10
chr4:87314117-87314176 MAPK10
chr4:87865416-87870967 PTPN13
chr4:88251162-88251493 AFF1
chr4:88510897-88511227 HSD17B11
chr4:89741932-89742246 HERC3
chr4:90052389-90052440 FAM13A1
chr4:90867837-90867928 SNCA
chr4:93612088-93612407 GRID2
chr4:93798965-93799294 GRID2
chr4:94118548-94128854 GRID2
chr4:94658105-94658200 GRID2
chr4:9472795-9475061 SLC2A9
chr4:94778463-94784513 GRID2
chr4:9565920-9566237 SLC2A9
chr4:96089472-96089789 BMPR1B
chr4:98809676-98809993 C4orf37
chr4:99634581-99634670 TSPAN5
chr5:102351837-102351995 PAM
chr5:106998060-106998442 EFNA5
chr5:107226384-107227220 FBXL17
chr5:107390392-107401233 FBXL17
chr5:107696627-107696768 FBXL17
chr5:108316137-108316221 FER
chr5:108333215-108333829 FER
chr5:112252135-112254788 REEP5
chr5:115483109-115484818 COMMD10
chr5:115922036-115922356 SEMA6A
chr5:119938126-119938725 PRR16
chr5:121370292-121371378 SRFBP1
chr5:122302254-122302576 SNX24
chr5:122751607-122751662 CCDC100
chr5:126699607-126699670 MEGF10
chr5:127504203-127504620 SLC12A2
chr5:127804627-127806206 FBN2
chr5:1291351-1291760 SLC6A18
chr5:130832088-130832173 RAPGEF6
chr5:132902734-132903507 FSTL4
chr5:132946864-132952889 FSTL4
chr5:137050462-137051785 KLHL3
chr5:137635191-137635625 GFRA3
chr5:13908301-13908615 DNAH5
chr5:13948083-13948379 DNAH5
chr5:140195202-140209307 PCDHA4
chr5:140195202-140209307 PCDHA6
chr5:140195202-140209307 PCDHA7
chr5:140195202-140209307 PCDHA9
chr5:140202322-140219115 PCDHA13
chr5:140202322-140219115 PCDHA4
chr5:140202322-140219115 PCDHA6
chr5:140202322-140219115 PCDHA9
chr5:140204312-140206130 PCDHA4
chr5:140204312-140206130 PCDHA6
chr5:140209212-140212730 PCDHA4
chr5:140209212-140212730 PCDHA6
chr5:140209212-140212730 PCDHA9
chr5:141996401-142001714 FGF1
chr5:143647047-143647110 KCTD16
chr5:146360375-146360449 PPP2R2B
chr5:146374905-146377500 PPP2R2B
chr5:146602845-146603277 STK32A
chr5:146616548-146617909 STK32A
chr5:146762098-146762409 DPYSL3
chr5:146821756-146823791 DPYSL3
chr5:148366035-148366133 SH3TC2
chr5:148381627-148381784 SH3TC2
chr5:148405220-148405726 SH3TC2
chr5:148551349-148551436 ABLIM3
chr5:148552538-148552639 ABLIM3
chr5:148686817-148687056 AFAP1L1
chr5:149241608-149242611 PDE6A
chr5:149421932-149422356 CSF1R
chr5:149444121-149444223 CSF1R
chr5:149620859-149620927 CAMK2A
chr5:149726385-149726710 TCOF1
chr5:151230352-151232850 GLRA1
chr5:152966622-152966713 GRIA1
chr5:153072335-153072397 GRIA1
chr5:1536858-1536957 AYTL2
chr5:153706894-153706956 GALNT10
chr5:153715408-153715473 GALNT10
chr5:154104377-154104691 LARP1
chr5:155880904-155886829 SGCD
chr5:15772466-15773950 FBXL7
chr5:159675135-159675240 CCNJL
chr5:166656935-166662329 ODZ2
chr5:16751721-16752031 MYO10
chr5:168063779-168063924 SLIT3
chr5:168327009-168327321 SLIT3
chr5:16922713-16923740 MYO10
chr5:169400269-169400527 DOCK2
chr5:170062330-170064097 KCNIP1
chr5:170063786-170064099 KCNIP1
chr5:171447212-171447536 STK10
chr5:178280969-178285803 ZFP2
chr5:178321312-178323030 ZNF454
chr5:178573735-178573842 ADAMTS2
chr5:179677071-179677378 GFPT2
chr5:180338712-180361030 BTNL3
chr5:180345967-180349525 BTNL3
chr5:180349967-180354525 BTNL3
chr5:180354967-180358525 BTNL3
chr5:180361467-180363025 BTNL3
chr5:21869980-21873284 CDH12
chr5:22832368-22832685 CDH12
chr5:31926543-31930624 PDZD2
chr5:32196957-32198272 GOLPH3
chr5:32295894-32297067 MTMR12
chr5:35708048-35708229 SPEF2
chr5:37329557-37329887 NUP155
chr5:37351395-37351445 NUP155
chr5:37405412-37405497 NUP155
chr5:37540094-37540284 WDR70
chr5:38546764-38546821 LIFR
chr5:39410101-39410234 DAB2
chr5:40830373-40830735 PRKAA1
chr5:435847-435939 PDCD6
chr5:50040264-50040318 PARP8
chr5:52434158-52434221 MOCS2
chr5:537208-537561 SLC9A3
chr5:55454365-55456095 ANKRD55
chr5:55464964-55466103 ANKRD55
chr5:565513-565612 SLC9A3
chr5:56552818-56552916 GPBP1
chr5:58765591-58765870 PDE4D
chr5:59983538-59985019 DEPDC1B
chr5:59985312-59987622 DEPDC1B
chr5:60436663-60440259 NDUFA12L
chr5:61783718-61785130 IPO11
chr5:61843317-61846231 IPO11
chr5:63882044-63883279 RGS7BP
chr5:64321811-64322147 SDCCAG10
chr5:65063840-65066136 NLN
chr5:68506852-68506905 CCNB1
chr5:68759799-68760250 MARVELD2
chr5:68989062-69227285 GUSBL1
chr5:70889238-70889304 BDP1
chr5:71668271-71669465 PTCD2
chr5:72218812-72218885 TNPO1
chr5:728251-728474 TPPP
chr5:77609923-77610212 AP3B1
chr5:7833862-7833932 ADCY2
chr5:78989048-78995697 PAPD4
chr5:79049459-79049765 CMYA5
chr5:81043921-81044193 SSBP2
chr5:863712-866830 ZDHHC11
chr5:889146-890050 ZDHHC11
chr5:89896178-89896498 GPR98
chr5:90029031-90029087 GPR98
chr5:93942040-93942376 C5orf36
chr5:9453611-9453880 SEMA5A
chr5:94865723-94866108 KIAA0372
chr6:102041253-102045722 GRIK2
chr6:102525246-102525793 GRIK2
chr6:105328666-105328961 HACE1
chr6:105367520-105370450 HACE1
chr6:105605198-105606009 LIN28B
chr6:105726295-105727379 POPDC3
chr6:10714823-10714874 GCNT2
chr6:107625784-107625856 PDSS2
chr6:107650957-107653180 PDSS2
chr6:108138036-108139095 SCML4
chr6:108372806-108373108 SEC63
chr6:109317145-109318301 ARMC2
chr6:110583420-110586460 WASF1
chr6:110676430-110678578 CDC40
chr6:111177710-111178262 CDC2L6
chr6:11142621-11142755 ELOVL2
chr6:112537541-112537703 LAMA4
chr6:116857507-116857825 DSE
chr6:119118982-119120620 C6orf204
chr6:121671517-121671618 C6orf170
chr6:123415581-123415923 RLBP1L2
chr6:124359160-124359233 TCBA1
chr6:124878556-124878680 TCBA1
chr6:126224758-126229050 NCOA7
chr6:128273827-128274791 C6orf190
chr6:128440356-128440435 PTPRK
chr6:128557872-128558411 PTPRK
chr6:128869471-128871282 PTPRK
chr6:129361209-129367267 LAMA2
chr6:129972412-129972825 ARHGAP18
chr6:132739322-132739644 MOXD1
chr6:133623855-133632762 EYA4
chr6:133787462-133789055 EYA4
chr6:133865556-133865635 EYA4
chr6:135329424-135329770 HBS1L
chr6:135650579-135652612 AHI1
chr6:136631171-136632267 BCLAF1
chr6:136632443-136634824 BCLAF1
chr6:136639338-136640693 BCLAF1
chr6:136641600-136642591 BCLAF1
chr6:136868119-136869453 MAP7
chr6:136893369-136894616 MAP7
chr6:136922190-136922244 MAP3K5
chr6:138533855-138534227 KIAA1244
chr6:138609054-138609137 KIAA1244
chr6:139644292-139648841 TXLNB
chr6:139645185-139649429 TXLNB
chr6:143648625-143652978 AIG1
chr6:144238147-144241571 C6orf94
chr6:145169385-145169714 UTRN
chr6:147079125-147079451 C6orf103
chr6:149362421-149362641 UST
chr6:149718459-149727407 MAP3K7IP2
chr6:152431683-152433926 ESR1
chr6:153071665-153075482 MYCT1
chr6:153335656-153335740 FBXO5
chr6:153449942-153450000 RGS17
chr6:15387303-15387378 JARID2
chr6:154504932-154505022 OPRM1
chr6:154859142-154859339 CNKSR3
chr6:154867470-154868640 CNKSR3
chr6:155159932-155164728 RBM16
chr6:158429026-158429085 SYNJ2
chr6:158796065-158796392 TULP4
chr6:159086051-159094978 SYTL3
chr6:159572100-159572412 FNDC1
chr6:161486005-161487368 AGPAT4
chr6:161604127-161604228 AGPAT4
chr6:162032854-162033082 PARK2
chr6:162236489-162236653 PARK2
chr6:162304929-162307426 PARK2
chr6:162323237-162324942 PARK2
chr6:162503803-162506806 PARK2
chr6:162645085-162645903 PARK2
chr6:162658015-162660326 PARK2
chr6:162772195-162772283 PARK2
chr6:163354406-163354558 PACRG
chr6:163613905-163614214 PACRG
chr6:163641852-163642052 PACRG
chr6:166918967-166920156 RPS6KA2
chr6:167098521-167098659 RPS6KA2
chr6:167172225-167172401 RPS6KA2
chr6:167338092-167338160 CCR6
chr6:167338092-167338160 FGFR1OP
chr6:167408061-167409566 CCR6
chr6:167463004-167464418 CCR6
chr6:168615767-168620528 SMOC2
chr6:168746917-168748481 SMOC2
chr6:169360515-169361282 THBS2
chr6:169375583-169376524 THBS2
chr6:169751100-169751580 WDR27
chr6:18510067-18510846 RNF144B
chr6:21190179-21190255 CDKAL1
chr6:24433341-24435786 DCDC2
chr6:24987092-24987403 C6orf32
chr6:25637850-25637990 LRRC16
chr6:26764691-26766645 ZNF322A
chr6:29758399-29759064 ZFP57
chr6:29969084-30024038 HCG4P6
chr6:29980880-30019275 HCG4P6
chr6:29998512-30002230 HCG4P6
chr6:31464117-31572973 HCP5
chr6:32280881-32283022 NOTCH4
chr6:32421747-32422069 C6orf10
chr6:32903482-32903658 TAP2
chr6:34425086-34427579 NUDT3
chr6:35440979-35442367 PPARD
chr6:35734411-35737722 FKBP5
chr6:35757809-35757889 FKBP5
chr6:36178098-36178171 MAPK14
chr6:37402932-37403254 TBC1D22B
chr6:37959203-37960554 ZFAND3
chr6:39176474-39180873 C6orf64
chr6:41671029-41672343 FOXP4
chr6:42677597-42677757 UBR2
chr6:43722825-43722889 C6orf206
chr6:44445475-44446901 C6orf137
chr6:44445475-44446901 SPATS1
chr6:47672697-47674881 CD2AP
chr6:5150410-5150771 LYRM4
chr6:51761469-51761521 PKHD1
chr6:51844069-51844763 PKHD1
chr6:539970-541531 EXOC2
chr6:54036678-54042775 C6orf142
chr6:54888266-54888593 FAM83B
chr6:55369983-55370300 GFRAL
chr6:55415766-55415832 HMGCLL1
chr6:55449602-55453615 HMGCLL1
chr6:55449698-55450292 HMGCLL1
chr6:5569325-5569408 FARS2
chr6:5637671-5651941 FARS2
chr6:56866306-56868905 DST
chr6:57405150-57409205 PRIM2
chr6:611377-612821 EXOC2
chr6:66455768-66461407 EGFL11
chr6:69527917-69528441 BAI3
chr6:70070837-70075115 BAI3
chr6:70516457-70516696 LMBRD1
chr6:72723883-72724350 RIMS1
chr6:72920573-72930261 RIMS1
chr6:72920852-72923700 RIMS1
chr6:74397293-74399349 SLC17A5
chr6:74477975-74478280 CD109
chr6:76110415-76110535 FILIP1
chr6:76803225-76803303 IMPG1
chr6:7726563-7727511 BMP6
chr6:7738241-7738629 BMP6
chr6:7851319-7851374 TXNDC5
chr6:7906119-7906512 TXNDC5
chr6:7913987-7914098 TXNDC5
chr6:7967791-7968115 TXNDC5
chr6:80382870-80384032 LCA5
chr6:83732794-83733106 C6orf157
chr6:88089469-88089555 C6orf162
chr6:88089469-88089555 GJB7
chr6:88174893-88175025 C6orf165
chr6:88342481-88342956 RARS2
chr6:88376962-88377289 ORC3L
chr6:89480872-89481179 RNGTT
chr6:89547884-89549042 RNGTT
chr6:96686855-96686956 FUT9
chr6:97574741-97577267 KLHL32
chr6:97594112-97594328 KLHL32
chr6:99495920-99497791 FBXL4
chr7:100845878-100846986 EMID2
chr7:100897311-100897659 EMID2
chr7:101511201-101514283 CUTL1
chr7:103586651-103586706 ORC5L
chr7:103916752-103917032 LHFPL3
chr7:1042848-1046358 C7orf50
chr7:105176789-105178309 ATXN7L1
chr7:105521227-105521564 SYPL1
chr7:110215633-110219757 IMMP2L
chr7:110218141-110219602 IMMP2L
chr7:110329920-110330245 IMMP2L
chr7:110823027-110830346 IMMP2L
chr7:110835422-110870660 IMMP2L
chr7:110852568-110854496 IMMP2L
chr7:110855174-111045778 IMMP2L
chr7:111715170-111715248 ZNF277P
chr7:11527615-11527865 THSD7A
chr7:115370801-115375035 TFEC
chr7:116629240-116629550 ST7
chr7:120077487-120078623 KCND2
chr7:121468589-121468823 PTPRZ1
chr7:122894375-122894472 IQUB
chr7:124273886-124274034 POT1
chr7:126562847-126562936 GRM8
chr7:126563413-126568650 GRM8
chr7:127407391-127407708 SND1
chr7:129087331-129089268 NRF1
chr7:134255550-134255646 CALD1
chr7:134348904-134349696 AGBL3
chr7:134360106-134363703 AGBL3
chr7:134782194-134782503 CNOT4
chr7:134923445-134925660 NUP205
chr7:136586879-136588200 PTN
chr7:136647056-136647287 PTN
chr7:137223548-137224369 CREB3L2
chr7:138520081-138521433 TTC26
chr7:141406915-141433369 MGAM
chr7:141412312-141413630 MGAM
chr7:141420612-141425030 MGAM
chr7:141427212-141428630 MGAM
chr7:141433912-141436130 MGAM
chr7:14194514-14194831 DGKB
chr7:142154912-142176035 PRSS2
chr7:142155689-142176050 PRSS2
chr7:143992115-143992436 TPK1
chr7:14415566-14415886 DGKB
chr7:14417764-14417955 DGKB
chr7:14474640-14474922 DGKB
chr7:145764699-145770462 CNTNAP2
chr7:145899809-145900927 CNTNAP2
chr7:146389067-146389589 CNTNAP2
chr7:146514890-146515102 CNTNAP2
chr7:146642431-146643528 CNTNAP2
chr7:146675446-146675503 CNTNAP2
chr7:146985998-146986311 CNTNAP2
chr7:147703797-147707256 CNTNAP2
chr7:148355669-148355751 PDIA4
chr7:14885015-14885541 DGKB
chr7:149206863-149207027 ATP6V0E2
chr7:150349939-150350425 ATG9B
chr7:151302132-151302307 GALNTL5
chr7:151336228-151336330 GALNTL5
chr7:151713332-151713662 MLL3
chr7:153563410-153563617 DPP6
chr7:153784745-153786003 DPP6
chr7:153897054-153898579 DPP6
chr7:154022853-154030851 DPP6
chr7:156327376-156327892 LMBR1
chr7:157080916-157081059 PTPRN2
chr7:157294657-157294789 PTPRN2
chr7:157411626-157411805 PTPRN2
chr7:157426097-157426898 PTPRN2
chr7:157938518-157938821 PTPRN2
chr7:158019466-158019765 PTPRN2
chr7:158620862-158731035 VIPR2
chr7:16633883-16634080 ANKMY2
chr7:16649660-16650131 ANKMY2
chr7:16761197-16767066 TSPAN13
chr7:18792619-18792968 HDAC9
chr7:20715310-20720102 ABCB5
chr7:20718212-20720130 ABCB5
chr7:21554232-21554352 DNAH11
chr7:2175870-2176097 MAD1L1
chr7:21780381-21780642 DNAH11
chr7:2207354-2207418 MAD1L1
chr7:2331069-2331148 CHST12
chr7:2567219-2567326 IQCE
chr7:26185424-26187809 NFE2L3
chr7:27915228-27915443 JAZF1
chr7:2795297-2795627 GNA12
chr7:28180826-28181189 JAZF1
chr7:28540892-28541745 CREB5
chr7:28563168-28563384 CREB5
chr7:28783509-28786162 CREB5
chr7:29258701-29259036 CHN2
chr7:29443443-29443752 CHN2
chr7:30445374-30451439 NOD1
chr7:31556769-31558489 CCDC129
chr7:32104072-32104381 PDE1C
chr7:32135453-32135697 PDE1C
chr7:32253376-32253644 PDE1C
chr7:32741408-32744237 KIAA0241
chr7:32768471-32768534 KIAA0241
chr7:32777732-32777784 KIAA0241
chr7:32788752-32789037 KIAA0241
chr7:32913425-32913497 KIAA0241
chr7:33144349-33145884 BBS9
chr7:33315409-33315508 BBS9
chr7:33370057-33370384 BBS9
chr7:34862278-34880300 NPSR1
chr7:3576960-3585465 SDK1
chr7:3620973-3622062 SDK1
chr7:36407694-36408467 ANLN
chr7:37432150-37435020 ELMO1
chr7:38348403-38357088 TRGV5
chr7:38351698-38365203 TRGV3
chr7:38351698-38365203 TRGV5
chr7:39346868-39346932 POU6F2
chr7:39353792-39354408 POU6F2
chr7:40054720-40055226 CDC2L5
chr7:4047791-4048822 SDK1
chr7:4124764-4126842 SDK1
chr7:4163478-4163606 SDK1
chr7:43187199-43187923 HECW1
chr7:43380651-43380923 HECW1
chr7:43591428-43598593 STK17A
chr7:4774269-4774588 FOXK1
chr7:48008258-48008579 SUNC1
chr7:48362288-48372419 ABCA13
chr7:50075317-50076620 ZPBP
chr7:5077842-5078307 RBAK
chr7:51238397-51238666 COBL
chr7:55102446-55103351 EGFR
chr7:55939267-55939651 ZNF713
chr7:55973445-55973848 ZNF713
chr7:5737516-5738071 RNF216
chr7:63764728-63764786 ZNF107
chr7:63917570-63920503 ZNF138
chr7:64490650-64490700 ZNF92
chr7:66282287-66282844 TYW1
chr7:66334921-66336726 TYW1
chr7:68744315-68744371 AUTS2
chr7:75033084-75035017 HIP1
chr7:75502568-75505743 STYXL1
chr7:75505947-75506596 STYXL1
chr7:75982467-75984525 UPK3B
chr7:78043785-78043863 MAGI2
chr7:78195777-78196116 MAGI2
chr7:78641851-78692000 MAGI2
chr7:79931055-79931141 GNAT3
chr7:80316526-80316710 SEMA3C
chr7:81196274-81196547 HGF
chr7:81566664-81567000 CACNA2D1
chr7:81793862-81794145 CACNA2D1
chr7:8197166-8203259 ICA1
chr7:82856583-82856784 SEMA3E
chr7:82888106-82889131 SEMA3E
chr7:845679-845981 UNC84A
chr7:87146270-87149038 ABCB1
chr7:87146270-87149038 RUNDC3B
chr7:88423807-88434031 ZNF804B
chr7:88686526-88687421 ZNF804B
chr7:91523768-91523838 AKAP9
chr7:94549633-94559173 PPP1R9A
chr7:98869581-98869637 PTCD1
chr8:102690123-102695967 GRHL2
chr8:103640105-103641716 ODF1
chr8:104975558-104981873 RIMS2
chr8:105014682-105014755 RIMS2
chr8:106648827-106649800 ZFPM2
chr8:106772625-106772950 ZFPM2
chr8:106865708-106866481 ZFPM2
chr8:108573995-108575539 ANGPT1
chr8:109305127-109307332 EIF3E
chr8:118943097-118944452 EXT1
chr8:119516226-119516536 SAMD12
chr8:120714860-120715376 ENPP2
chr8:12073928-12323204 DEFB130
chr8:121750854-121751172 SNTB1
chr8:126354055-126354352 NSMCE2
chr8:126374890-126375092 NSMCE2
chr8:126405980-126406296 NSMCE2
chr8:131919932-131921920 ADCY8
chr8:13213944-13214263 DLC1
chr8:133129820-133130762 OC90
chr8:136708194-136708246 KHDRBS3
chr8:140759050-140759447 KCNK9
chr8:144189322-144193426 C8orf31
chr8:144194630-144194929 C8orf31
chr8:15455298-15455394 TUSC3
chr8:1618157-1619629 DLGAP2
chr8:17006578-17006899 EFHA2
chr8:17795245-17796656 FGL1
chr8:18519953-18520434 PSD3
chr8:18695732-18696705 PSD3
chr8:1927103-1929865 KBTBD11
chr8:23463165-23463804 SLC25A37
chr8:25122596-25126569 DOCK5
chr8:25176315-25180316 DOCK5
chr8:27164699-27164773 STMN4
chr8:27236230-27236318 PTK2B
chr8:27718420-27718749 ESCO2
chr8:28366638-28368432 FBXO16
chr8:28809819-28810150 HMBOX1
chr8:30723502-30725128 UBXD6
chr8:32271772-32274534 NRG1
chr8:35687984-35688162 UNC5D
chr8:39072779-39073038 ADAM9
chr8:39283004-39287856 ADAM5P
chr8:39351232-39506385 ADAM5P
chr8:39351467-39362025 ADAM5P
chr8:39363127-39371687 ADAM5P
chr8:39372967-39376025 ADAM5P
chr8:39373012-39378130 ADAM5P
chr8:39376467-39380025 ADAM5P
chr8:39381467-39399025 ADAM5P
chr8:39630811-39631188 ADAM18
chr8:40588892-40589540 ZMAT4
chr8:43152880-43155536 HGSNAT
chr8:468391-468667 C8orf42
chr8:51537268-51537584 SNTG1
chr8:52530056-52530244 PXDNL
chr8:52682692-52683240 PXDNL
chr8:52682724-52683726 PXDNL
chr8:52900515-52900837 PCMTD1
chr8:55134403-55134716 LYPLA1
chr8:56270252-56270608 XKR4
chr8:56821153-56821288 TMEM68
chr8:56838832-56838961 TMEM68
chr8:62603331-62603752 ASPH
chr8:62675414-62677986 ASPH
chr8:63377904-63387781 FAM77D
chr8:63385612-63387230 FAM77D
chr8:68155945-68156059 CSPP1
chr8:68319152-68324547 ARFGEF1
chr8:68708793-68716238 CPA6
chr8:69260473-69260891 DEPDC2
chr8:69651036-69651474 C8orf34
chr8:7124112-7143030 FAM90A20
chr8:7124112-7143030 FAM90A5
chr8:7140962-7177135 FAM90A20
chr8:72368611-72368966 EYA1
chr8:72377300-72380362 EYA1
chr8:72378501-72380368 EYA1
chr8:7294312-7298830 SPAG11B
chr8:73725766-73725841 KCNB2
chr8:73950320-73956377 KCNB2
chr8:74770151-74770237 STAU2
chr8:74795272-74795600 STAU2
chr8:76576602-76576706 HNF4G
chr8:9035296-9035522 PPP1R3B
chr8:9535234-9538366 TNKS
chr8:95627342-95630123 KIAA1429
chr8:97583857-97583962 SDC2
chr8:97589882-97591091 SDC2
chr8:98758553-98758624 MTDH
chr8:98931243-98932485 LAPTM4B
chr9:100249152-100249465 GABBR2
chr9:100348865-100351485 GABBR2
chr9:100387807-100388137 GABBR2
chr9:106636009-106636924 ABCA1
chr9:106661495-106661562 ABCA1
chr9:107412133-107413218 FCMD
chr9:108715707-108716378 ZNF462
chr9:108779315-108781873 ZNF462
